variant.id	Ht	F.LK	F.LK.p.val	FDR	P_bonf
81518	0.2967888175389343	19.646303989153758	9.318338102803914e-6	0.08607698489827842	0.1602381420158161
133433	0.19538406844800676	18.942469647172526	1.3471997079572695e-5	0.08607698489827842	0.23166446178033206
60986	0.34567901234567905	18.70448903342718	1.5262275830374428e-5	0.08607698489827842	0.26245009517911866
91957	0.23059076505205975	18.187146427655357	2.0022559873988932e-5	0.08607698489827842	0.3443079395931137
74214	0.1981051907285851	17.74568724253784	2.5248923162357606e-5	0.08683609653998027	0.4341804826999014
31004	0.4079114448686627	15.718816836938158	7.34894468001901e-5	0.2106207545293448	1
62212	0.1729687882048022	14.90569184748318	1.1302146466884988e-4	0.25798007192583156	1
46901	0.1444008043958969	14.792393383370122	1.2001864244048921e-4	0.25798007192583156	1
25853	0.17544084104842894	14.246425953919701	1.6036505798344702e-4	0.27218825602657104	1
56180	0.14643595041322313	14.161288936281803	1.6778729443722717e-4	0.27218825602657104	1
88912	0.4264535774697138	14.09165683430552	1.7411437638359395e-4	0.27218825602657104	1
9251	0.2278219809637121	13.669531793621497	2.1796227968362558e-4	0.3012732951499735	1
60990	0.406946603187939	13.58698186399643	2.2775952761977525e-4	0.3012732951499735	1
77077	0.40263668766232896	13.235270828283547	2.7473017727730475e-4	0.31594431734481676	1
25051	0.2765632345365382	13.135402836576686	2.897679665524455e-4	0.31594431734481676	1
38756	0.20509381815312214	13.108429303089764	2.939700556825464e-4	0.31594431734481676	1
68488	0.2579079861111111	12.555757650024058	3.9498742217991545e-4	0.317249532369596	1
142596	0.29891537405474256	12.42928447357913	4.2265379980832574e-4	0.317249532369596	1
79041	0.13119388912027397	12.42666698505052	4.2324658050241215e-4	0.317249532369596	1
107595	0.15750988222498194	12.350145188412801	4.4095217812034626e-4	0.317249532369596	1
33737	0.2739183894061773	12.340663621131576	4.431974426328811e-4	0.317249532369596	1
121836	0.45840808365329266	12.324140974071582	4.4713765996018395e-4	0.317249532369596	1
11187	0.21222004055618818	12.287728240771685	4.559463917978013e-4	0.317249532369596	1
103513	0.20746826365712778	12.244354994369266	4.6666782271376217e-4	0.317249532369596	1
82291	0.4998375033314629	12.085787264936858	5.080764336199417e-4	0.317249532369596	1
72166	0.2758290798611111	12.068082276092822	5.129243596028177e-4	0.317249532369596	1
42167	0.12524648491083676	12.029658531655976	5.236066786584725e-4	0.317249532369596	1
75212	0.3530119980346525	11.956144703979604	5.446745425585764e-4	0.317249532369596	1
115793	0.2504135160680529	11.92207761858787	5.547257963565144e-4	0.317249532369596	1
126405	0.26000081343368037	11.8660429058199	5.716674841101943e-4	0.317249532369596	1
105346	0.4594740890172242	11.832074067371968	5.821910929056928e-4	0.317249532369596	1
139689	0.2655597953997073	11.787465555795588	5.963086278562013e-4	0.317249532369596	1
64613	0.25145963360621165	11.74882070243977	6.088180139681709e-4	0.317249532369596	1
5711	0.12935507347982558	11.679237610538525	6.320142569051779e-4	0.3196505047571011	1
27266	0.1768550557477893	11.484661697243235	7.017289882177424e-4	0.3318359133789447	1
20241	0.4216579861111111	11.482043454324923	7.027182411862842e-4	0.3318359133789447	1
47000	0.12958698020120746	11.452447102188554	7.139991157839587e-4	0.3318359133789447	1
80859	0.19553968144023082	11.382103701443452	7.415508637067525e-4	0.33557128032371886	1
55493	0.23917897204339356	11.254042520082491	7.944979429820309e-4	0.34805202159417803	1
58800	0.4964525014348922	11.219067656958114	8.096115877975762e-4	0.34805202159417803	1
13016	0.17315527387958352	11.173068044346849	8.299327127999634e-4	0.34808592510507735	1
143437	0.1599213033663957	11.098244316057512	8.640948455845843e-4	0.3537851182064884	1
102846	0.19324078007037082	10.852865097565433	9.864301891922e-4	0.3806021067579235	1
93489	0.16892541330257593	10.821858766429076	0.001003087338480535	0.3806021067579235	1
2227	0.1687398593834505	10.806572760200837	0.0010114036499493384	0.3806021067579235	1
143428	0.1547227146927109	10.738741240983725	0.00104915675404893	0.3806021067579235	1
33840	0.14751690993236025	10.719583401500104	0.0010600753728904344	0.3806021067579235	1
92405	0.1851961247637051	10.715543472493946	0.0010623924822272812	0.3806021067579235	1
93602	0.3378435537663175	10.615894364213933	0.0011211971104707619	0.3934715410541882	1
101415	0.11735245206099611	10.57222465367214	0.001147994893637927	0.39481840381995587	1
58072	0.12235767138214938	10.519833228417944	0.0011810014198541108	0.39537125234063353	1
96232	0.1961338706050501	10.46359068532628	0.0012175039492806627	0.39537125234063353	1
56837	0.4921875	10.461960959033918	0.0012185785283818085	0.39537125234063353	1
130872	0.405233649627589	10.381447685637117	0.0012728784996002274	0.40303060803432456	1
146149	0.1221374794734912	10.35812529096401	0.0012890604467252764	0.40303060803432456	1
54312	0.26629529362765514	10.255658581250454	0.001362659784018616	0.41762987032527077	1
47053	0.3858411153119093	10.194676239406709	0.0014084668690325097	0.41762987032527077	1
20022	0.33374085386233104	10.194483151382816	0.0014086143567612064	0.41762987032527077	1
28687	0.19018502101861648	10.098083062497363	0.0014842363605698239	0.42152743699906314	1
145684	0.3328242861770559	10.05375827326509	0.00152037459385157	0.42152743699906314	1
131070	0.37014607988165676	9.984474883921786	0.0015786556822162678	0.42152743699906314	1
131672	0.18254039256198348	9.979240774629867	0.001583149489335356	0.42152743699906314	1
32670	0.20887776800809083	9.97683921480412	0.0015852157115795462	0.42152743699906314	1
24862	0.24163010355029585	9.933062798916156	0.0016233619072932859	0.42152743699906314	1
141286	0.11262743175701653	9.885783067382471	0.0016656063415726452	0.42152743699906314	1
64107	0.2246925386269704	9.883046267668238	0.0016680854999487904	0.42152743699906314	1
66308	0.35292263060090395	9.853616059058922	0.0016949826023837655	0.42152743699906314	1
78185	0.35766136917023156	9.853525981352343	0.0016950655979324214	0.42152743699906314	1
88214	0.33797537824101853	9.78234483863169	0.0017619547443683548	0.42152743699906314	1
74565	0.38537197272339685	9.778857362103405	0.001765299836702705	0.42152743699906314	1
94285	0.18	9.729976071512644	0.0018128684801372863	0.42152743699906314	1
47803	0.23633552244851536	9.728355062437696	0.0018144680244280842	0.42152743699906314	1
31054	0.13925471527194824	9.690110910305854	0.0018526235708193894	0.42152743699906314	1
138810	0.2207160897447214	9.682273677948704	0.0018605425036185563	0.42152743699906314	1
139093	0.2061111111111111	9.65881237527785	0.001884454074355224	0.42152743699906314	1
136354	0.3705039542960272	9.649204990362822	0.0018943355221838765	0.42152743699906314	1
118426	0.14193400995956115	9.612974449722316	0.0019320744858201122	0.42152743699906314	1
82777	0.4990816326530612	9.59573004424499	0.001950303674061571	0.42152743699906314	1
14318	0.13955144179423282	9.585641785542421	0.001961048788085895	0.42152743699906314	1
88979	0.13955144179423282	9.585641785542421	0.001961048788085895	0.42152743699906314	1
105712	0.1378597581688669	9.494516472096821	0.0020608688717806967	0.4355723503758923	1
